Auton_community,Name_organ,Num_empl,Sector_organ,TCO2,Type_organ,Unnamed: 0,Year
"Madrid, Comunidad de","AUTOMNIBUS INTERURBANOS, S.A.",2572.0,H. Transporte y almacenamiento,9772.0,Gran empresa,3226.0,2020.0
Castilla y León,"CASTELLANA DE SEGURIDAD Y CONTROL, S.A.",40.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,62.0,Pequeña,3227.0,2020.0
"Madrid, Comunidad de","GRUPORAGA, S.A.U.",3011.0,N. Actividades administrativas y servicios auxiliares,778.0,Gran empresa,3228.0,2020.0
"Murcia, Región de","ESTUDIOS TÉCNICOS EN RIESGOS LABORALES, S.L.",16.0,S. Otros servicios,9.0,Pequeña,3229.0,2020.0
"Madrid, Comunidad de","Prysma Calidad y Medio Ambiente, S.A.",181.0,S. Otros servicios,224.0,Mediana,3230.0,2020.0
"Madrid, Comunidad de","PRYSMA CONSULTORÍA Y TECNOLOGÍA, S.L.U.",15.0,S. Otros servicios,11.0,Pequeña,3231.0,2020.0
Cataluña,"T-SYSTEMS ITC IBERIA, S.A.U.",4918.0,J. Información y comunicaciones,3694.0,Gran empresa,3232.0,2019.0
"Madrid, Comunidad de","SINCEO2, CONSULTORÍA ENERGÉTICA",17.0,"M. Actividades profesionales, científicas y técnicas",4.0,Pequeña,3233.0,2019.0
"Madrid, Comunidad de","SINCEO2, CONSULTORÍA ENERGÉTICA",15.0,"M. Actividades profesionales, científicas y técnicas",4.0,Pequeña,3234.0,2020.0
Comunitat Valenciana,"HILATURAS FERRE, S.A.",206.0,C. Industria manufacturera,1424.0,Mediana,3235.0,2020.0
Aragón,"MARCO INFRAESTRUCTURAS Y MEDIO AMBIENTE, S.L.U.",120.0,F. Construcción,177.0,Mediana,3236.0,2020.0
Comunitat Valenciana,"RECOVER TEXTILE SYSTEM, S.L.",121.0,C. Industria manufacturera,153.0,Mediana,3237.0,2020.0
"Murcia, Región de","LINSED SYSTEM, S.L.",10.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,7.0,Pequeña,3238.0,2020.0
"Madrid, Comunidad de","NESS ENERGY GESTIÓN, S.L.",37.0,"M. Actividades profesionales, científicas y técnicas",49.0,Pequeña,3239.0,2019.0
"Madrid, Comunidad de","AVANZA SPAIN, S.A.U.",5502.0,H. Transporte y almacenamiento,23036.0,Gran empresa,3240.0,2019.0
"Murcia, Región de","INDUSTRIAS MOSSER 97, S.L.",24.0,C. Industria manufacturera,55.0,Pequeña,3241.0,2020.0
Cataluña,"ROS ROCA, S.A.",1602.0,C. Industria manufacturera,1131.0,Gran empresa,3242.0,2020.0
Canarias,"PRESTA SERVICIOS AMBIENTALES, S.L.",1.0,"M. Actividades profesionales, científicas y técnicas",2.0,Micro,3243.0,2020.0
"Madrid, Comunidad de","FCC MEDIO AMBIENTE, S.A.U.",8129.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2256356.0,Gran empresa,3244.0,2020.0
Comunitat Valenciana,"RAMÓN FLOR, S.L.",19.0,N. Actividades administrativas y servicios auxiliares,13.0,Pequeña,3245.0,2020.0
Comunitat Valenciana,"EURO-GOODNIGHT, S.L.",69.0,C. Industria manufacturera,39.0,Mediana,3246.0,2020.0
Comunitat Valenciana,"INTERCOOP CONSULTORÍA, COOP. V.",31.0,"M. Actividades profesionales, científicas y técnicas",22.0,Pequeña,3247.0,2020.0
Comunitat Valenciana,BODEGAS ENGUERA,35.0,C. Industria manufacturera,164.0,Pequeña,3248.0,2020.0
Comunitat Valenciana,"DELGO OPERADOR DE TRANSPORTE, S.L.",243.0,H. Transporte y almacenamiento,17186.0,Mediana,3249.0,2020.0
"Balears, Illes","SERHABIT GELABERT, S.L.",27.0,F. Construcción,81.0,Pequeña,3250.0,2020.0
Andalucía,"VIALTERRA INFRAESTRUCTURAS, S.A.",1265.0,F. Construcción,726.0,Gran empresa,3251.0,2019.0
Andalucía,"VIALTERRA INFRAESTRUCTURAS, S.A.",1697.0,F. Construcción,800.0,Gran empresa,3252.0,2020.0
"Balears, Illes","SON VIDA, S.A.",61.0,F. Construcción,19.0,Mediana,3253.0,2018.0
"Balears, Illes","SON VIDA, S.A.",62.0,F. Construcción,12.0,Mediana,3254.0,2019.0
Castilla y León,"PATATAS MELÉNDEZ, S.L.",2724.0,C. Industria manufacturera,1202.0,Gran empresa,3255.0,2020.0
Comunitat Valenciana,"TRANSPORTES INTERNACIONALES EUROTRANSFRET, S.L.",225.0,H. Transporte y almacenamiento,10587.0,Mediana,3256.0,2020.0
Comunitat Valenciana,"AKRA SEÑAL, S.L.",32.0,C. Industria manufacturera,100.0,Pequeña,3257.0,2020.0
Cataluña,"SAMTACK, S.L.",31.0,C. Industria manufacturera,123.0,Pequeña,3258.0,2020.0
Canarias,INTEGRA CANARIAS,16.0,J. Información y comunicaciones,4.0,Pequeña,3259.0,2020.0
Castilla y León,"JOANCA LOGÍSTICA Y TRANSPORTE, S.L.",48.0,H. Transporte y almacenamiento,4198.0,Pequeña,3260.0,2020.0
Comunitat Valenciana,"VICAL, S.L.",19.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,20.0,Pequeña,3261.0,2020.0
Comunitat Valenciana,"GRAFICAS LITOLEMA, S.L.",12.0,C. Industria manufacturera,2.0,Pequeña,3262.0,2020.0
"Murcia, Región de","AUXILIAR CONSERVERA, S.A.",218.0,C. Industria manufacturera,6410.0,Mediana,3263.0,2020.0
Castilla y León,"NICOLÁS CORREA, S.A.",2405.0,C. Industria manufacturera,1488.0,Gran empresa,3264.0,2016.0
Castilla y León,"NICOLÁS CORREA, S.A.",3286.0,C. Industria manufacturera,1580.0,Gran empresa,3265.0,2017.0
Castilla y León,"NICOLÁS CORREA, S.A.",2451.0,C. Industria manufacturera,1456.0,Gran empresa,3266.0,2018.0
Castilla y León,"NICOLÁS CORREA, S.A.",1857.0,C. Industria manufacturera,1021.0,Gran empresa,3267.0,2019.0
"Madrid, Comunidad de","GRUPALIA INTERNET, S.A.",36.0,J. Información y comunicaciones,147.0,Pequeña,3268.0,2020.0
Comunitat Valenciana,"TEXTILS MORA, S.A.L.",206.0,C. Industria manufacturera,868.0,Mediana,3269.0,2020.0
Comunitat Valenciana,"FASTIGHETSBYRAN THE REAL ESTATE AGENCY, S.L.",135.0,L. Actividades inmobiliarias,104.0,Mediana,3270.0,2020.0
Galicia,"AUTOMOVILES Y MOTORES EUROPEOS, S.A.U.",31.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,39.0,Pequeña,3271.0,2020.0
Comunitat Valenciana,TORREVIEJA SALUD UTE LEY 18/82,6761.0,Q. Actividades sanitarias y de servicios sociales,3555.0,Gran empresa,3272.0,2015.0
Comunitat Valenciana,TORREVIEJA SALUD UTE LEY 18/82,4719.0,Q. Actividades sanitarias y de servicios sociales,2795.0,Gran empresa,3273.0,2016.0
Comunitat Valenciana,TORREVIEJA SALUD UTE LEY 18/82,8504.0,Q. Actividades sanitarias y de servicios sociales,4741.0,Gran empresa,3274.0,2017.0
Comunitat Valenciana,TORREVIEJA SALUD UTE LEY 18/82,7414.0,Q. Actividades sanitarias y de servicios sociales,4222.0,Gran empresa,3275.0,2018.0
Comunitat Valenciana,TORREVIEJA SALUD UTE LEY 18/82,5640.0,Q. Actividades sanitarias y de servicios sociales,3415.0,Gran empresa,3276.0,2019.0
"Madrid, Comunidad de","COGNICASE MANAGEMENT CONSULTING, S.L.",914.0,J. Información y comunicaciones,100.0,Gran empresa,3277.0,2020.0
País Vasco,"IBERMÁTICA, S.A.",3323.0,J. Información y comunicaciones,1076.0,Gran empresa,3278.0,2020.0
Andalucía,"DAPLAST, S.L.",181.0,C. Industria manufacturera,603.0,Mediana,3279.0,2018.0
Andalucía,"DAPLAST, S.L.",162.0,C. Industria manufacturera,442.0,Mediana,3280.0,2019.0
Andalucía,"DAPLAST, S.L.",140.0,C. Industria manufacturera,286.0,Mediana,3281.0,2020.0
"Murcia, Región de","JUMSAL, S.A.",164.0,B. Industrias extractivas,6726.0,Mediana,3282.0,2020.0
"Madrid, Comunidad de","EQUIPOS INDUSTRIALES DE MANUTENCIÓN, S.A. (EINSA)",164.0,C. Industria manufacturera,455.0,Mediana,3283.0,2020.0
"Murcia, Región de","BODEGAS HIJOS JUAN GIL, S.L.",159.0,C. Industria manufacturera,537.0,Mediana,3284.0,2020.0
"Rioja, La","CALZADOS ZELS, S.L.",14.0,C. Industria manufacturera,30.0,Pequeña,3285.0,2020.0
País Vasco,"EMAN, S.A.",157.0,C. Industria manufacturera,289.0,Mediana,3286.0,2019.0
País Vasco,"EMAN, S.A.",143.0,C. Industria manufacturera,205.0,Mediana,3287.0,2020.0
"Madrid, Comunidad de","COMPUSOF, S.A.",80.0,J. Información y comunicaciones,18.0,Mediana,3288.0,2020.0
Castilla y León,"GH DE LUZ, S.L.U.",31.0,I. Hostelería,140.0,Pequeña,3289.0,2020.0
Galicia,"DARLIM, S.L.U.",122.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,93.0,Mediana,3290.0,2020.0
Andalucía,"MACROSAD, S.C.A.",976.0,Q. Actividades sanitarias y de servicios sociales,796.0,Gran empresa,3291.0,2020.0
Andalucía,GRUPO DOSEGUER,48.0,H. Transporte y almacenamiento,7276.0,Pequeña,3292.0,2020.0
Andalucía,"PINUS, S.A.",42.0,F. Construcción,358.0,Pequeña,3293.0,2019.0
Canarias,"CASTILLA SERINFOR, S.A.L.",9.0,J. Información y comunicaciones,32.0,Micro,3294.0,2020.0
País Vasco,"FIVES STEEL SPAIN, S.A.",13.0,C. Industria manufacturera,14.0,Pequeña,3295.0,2018.0
País Vasco,"FIVES STEEL SPAIN, S.A.",16.0,C. Industria manufacturera,16.0,Pequeña,3296.0,2019.0
"Madrid, Comunidad de","CLEAR CHANNEL ESPAÑA, S.L.",242.0,"M. Actividades profesionales, científicas y técnicas",1247.0,Mediana,3297.0,2019.0
"Madrid, Comunidad de","CLEAR CHANNEL ESPAÑA, S.L.",235.0,"M. Actividades profesionales, científicas y técnicas",712.0,Mediana,3298.0,2020.0
Andalucía,"LIFE CARE ASISTENCIA INTEGRAL, S.L.",12.0,Q. Actividades sanitarias y de servicios sociales,10.0,Pequeña,3299.0,2020.0
"Murcia, Región de","POLITEC PROYECTOS Y SERVICIOS, S.L.P.",38.0,"M. Actividades profesionales, científicas y técnicas",41.0,Pequeña,3300.0,2019.0
"Murcia, Región de","POLITEC PROYECTOS Y SERVICIOS, S.L.P.",29.0,"M. Actividades profesionales, científicas y técnicas",23.0,Pequeña,3301.0,2020.0
Cataluña,"ITRAM HIGIENE, S.L.",20.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,19.0,Pequeña,3302.0,2020.0
"Madrid, Comunidad de",GRUPO ELECNOR,7224.0,F. Construcción,100972.0,Gran empresa,3303.0,2020.0
Aragón,FUNDACIÓN ECOLOGÍA Y DESARROLLO,14.0,S. Otros servicios,10.0,Pequeña,3304.0,2020.0
Cataluña,"AVANTTIC CONSULTORÍA TECNOLÓGICA, S.L.",65.0,J. Información y comunicaciones,7.0,Mediana,3305.0,2020.0
"Madrid, Comunidad de","TRC INFORMÁTICA, S.L.",101.0,F. Construcción,94.0,Mediana,3306.0,2020.0
"Madrid, Comunidad de","TRC SISTEMAS SEGURIDAD, S.L.",12.0,F. Construcción,8.0,Pequeña,3307.0,2020.0
Andalucía,"EIFFAGE INFRAESTRUCTURAS, S.A.",5408.0,F. Construcción,17859.0,Gran empresa,3308.0,2020.0
Andalucía,"MASFALT, S.A.",212.0,F. Construcción,1983.0,Mediana,3309.0,2020.0
Aragón,"IBER PRECIS, S.L.",109.0,C. Industria manufacturera,88.0,Mediana,3310.0,2018.0
Comunitat Valenciana,"PRIMICIAS TÉCNICAS CARDI, S.L.",20.0,C. Industria manufacturera,43.0,Pequeña,3311.0,2020.0
"Murcia, Región de","XTI FOOTWEAR, S.L.",238.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,6132.0,Mediana,3312.0,2019.0
"Murcia, Región de","XTI FOOTWEAR, S.L.",235.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,5359.0,Mediana,3313.0,2020.0
Andalucía,"GRUPO CORPORACIÓN DÍAZ MOLINA BALAGUER, S.L.",2687.0,S. Otros servicios,136.0,Gran empresa,3314.0,2020.0
"Rioja, La","ARANSA CONSTRUCCIÓN Y OBRA CIVIL, S.A.U.",62.0,F. Construcción,29.0,Mediana,3315.0,2020.0
"Madrid, Comunidad de","PJ ESPAÑA PIZZERIAS, S.L.U.",3598.0,I. Hostelería,2208.0,Gran empresa,3316.0,2020.0
"Murcia, Región de","AGETRANS DEMETRIO E HIJOS, S.L.",224.0,H. Transporte y almacenamiento,7675.0,Mediana,3317.0,2019.0
"Murcia, Región de","EXTRUSIONADOS Y TRATAMIENTOS DEL COLOR, S.A.",206.0,C. Industria manufacturera,2488.0,Mediana,3318.0,2019.0
"Murcia, Región de","BABY PLANT, S.L.",47.0,"A. Agricultura, ganadería, silvicultura y pesca",686.0,Pequeña,3319.0,2019.0
"Murcia, Región de","BABY PLANT, S.L.",48.0,"A. Agricultura, ganadería, silvicultura y pesca",556.0,Pequeña,3320.0,2020.0
Aragón,"INDUTEC INSTALACIONES, S.A.",57.0,F. Construcción,36.0,Mediana,3321.0,2020.0
Aragón,"MARCO OBRA PÚBLICA, S.A.",136.0,F. Construcción,214.0,Mediana,3322.0,2020.0
Cataluña,"LABORATORIOS MAVERICK, S.L.U.",2715.0,C. Industria manufacturera,1298.0,Gran empresa,3323.0,2020.0
"Madrid, Comunidad de","BECHTLE DIRECT, S.L.",60.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,33.0,Mediana,3324.0,2020.0
"Madrid, Comunidad de",GRUPO COOPERATIVO CAJAMAR,1660.0,K. Actividades financieras y de seguros,1076.0,Gran empresa,3325.0,2020.0
Comunitat Valenciana,"UBESOL, S.L.",115.0,C. Industria manufacturera,136.0,Mediana,3326.0,2020.0
"Madrid, Comunidad de","ADHESIVOS VERDE, S.A.",71.0,C. Industria manufacturera,70.0,Mediana,3327.0,2020.0
Cataluña,"TICNOVA QUALITY TEAM, S.L.",64.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,37.0,Mediana,3328.0,2020.0
"Madrid, Comunidad de","GRÁFICAS MANERO, S.L.",97.0,C. Industria manufacturera,95.0,Mediana,3329.0,2020.0
Comunitat Valenciana,"NUEVAS TÉCNICAS DEL GAS, S.L.",12.0,C. Industria manufacturera,8.0,Pequeña,3330.0,2018.0
Comunitat Valenciana,"NUEVAS TÉCNICAS DEL GAS, S.L.",12.0,C. Industria manufacturera,14.0,Pequeña,3331.0,2019.0
Comunitat Valenciana,"NUEVAS TÉCNICAS DEL GAS, S.L.",11.0,C. Industria manufacturera,11.0,Pequeña,3332.0,2020.0
"Madrid, Comunidad de","AUDIOVISUAL GLOBAL NETWORK, S.L.",13.0,J. Información y comunicaciones,2.0,Pequeña,3333.0,2020.0
"Madrid, Comunidad de","LENOVO GLOBAL TECHNOLOGY SPAIN, S.L.",10.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,11.0,Pequeña,3334.0,2020.0
"Madrid, Comunidad de",GRUPO INTEGRA CEE,1497.0,N. Actividades administrativas y servicios auxiliares,328.0,Gran empresa,3335.0,2020.0
"Madrid, Comunidad de",ENAGÁS,3870.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",424593.0,Gran empresa,3336.0,2020.0
Galicia,INELSA,98.0,F. Construcción,101.0,Mediana,3337.0,2020.0
Comunitat Valenciana,"COOPERATIVA AGRÍCOLA DE CALLOSA D´EN SARRIÀ, COOP. V.",64.0,"A. Agricultura, ganadería, silvicultura y pesca",128.0,Mediana,3338.0,2020.0
"Madrid, Comunidad de","HEWLETT-PACKARD CUSTOMER DELIVERY SERVICES, S.L.",1085.0,J. Información y comunicaciones,3.0,Gran empresa,3339.0,2020.0
Cataluña,ALZAMORA GROUP,192.0,C. Industria manufacturera,849.0,Mediana,3340.0,2020.0
"Madrid, Comunidad de","EVOLUTIO CLOUD ENABLER, S.A.U.",2850.0,J. Información y comunicaciones,703.0,Gran empresa,3341.0,2019.0
Castilla y León,"AUTOBUSES URBANOS DE PONFERRADA, S.A.",35.0,H. Transporte y almacenamiento,1361.0,Pequeña,3342.0,2019.0
"Madrid, Comunidad de","DRAGADOS, S.A.",5545.0,F. Construcción,13943.0,Gran empresa,3343.0,2020.0
"Murcia, Región de","COPIMUR, S.L.",148.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,103.0,Mediana,3344.0,2020.0
Andalucía,"GRUPO CONSIDERA, S.L.",1.0,"M. Actividades profesionales, científicas y técnicas",2.0,Micro,3345.0,2020.0
Andalucía,"COOPERATIVA AGRÍCOLA DE REGANTES, S.C.A.",120.0,C. Industria manufacturera,166.0,Mediana,3346.0,2020.0
Comunitat Valenciana,"PIKOKAIZEN, S.L.",56.0,C. Industria manufacturera,3.0,Mediana,3347.0,2020.0
Comunitat Valenciana,"PIES CUADRADOS LEATHER, S.L.",59.0,C. Industria manufacturera,41.0,Mediana,3348.0,2020.0
Comunitat Valenciana,"COVAMUR LIMPIEZAS Y SERVICIOS, S.A.",163.0,N. Actividades administrativas y servicios auxiliares,126.0,Mediana,3349.0,2020.0
"Madrid, Comunidad de","EVERIS SPAIN, S.L.",3968.0,J. Información y comunicaciones,1802.0,Gran empresa,3350.0,2020.0
"Madrid, Comunidad de","MÉTODOS Y TECNOLOGÍA DE SISTEMAS Y PROCESOS, S.L",41.0,J. Información y comunicaciones,301.0,Pequeña,3351.0,2019.0
Castilla y León,"AUTOVICAN, S.L.",192.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,219.0,Mediana,3352.0,2020.0
Galicia,"PSM RENOVACIÓN TECNOLÓGICA Y BROKERAJE, S.A.",20.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,16.0,Pequeña,3353.0,2020.0
"Madrid, Comunidad de","AQUATERRA SERVICIOS INFRAESTRUCTURAS, S.L.",14.0,F. Construcción,21.0,Pequeña,3354.0,2020.0
Andalucía,"KAURA COPRODUCTS, S.L.",243.0,C. Industria manufacturera,17595.0,Mediana,3355.0,2020.0
"Madrid, Comunidad de","GRUPO INVERSOR MONTE NEVADO, S.L.",47.0,N. Actividades administrativas y servicios auxiliares,1655.0,Pequeña,3356.0,2014.0
Cataluña,"STANDARD HIDRÁULICA, S.A.",116.0,C. Industria manufacturera,150.0,Mediana,3357.0,2020.0
Comunitat Valenciana,GREEN FRUITS COOP. V. ,97.0,"A. Agricultura, ganadería, silvicultura y pesca",277.0,Mediana,3358.0,2020.0
Castilla - La Mancha,"INGENIA CALIDAD Y MEDIO AMBIENTE, S.L.",1.0,"M. Actividades profesionales, científicas y técnicas",2.0,Micro,3359.0,2020.0
"Murcia, Región de","G.P. LÍMITE ANDAMUR, S.L.",6950.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,1367.0,Gran empresa,3360.0,2020.0
Aragón,"VEA QUALITAS, S.L.U",12.0,S. Otros servicios,4.0,Pequeña,3361.0,2019.0
Aragón,"VEA QUALITAS, S.L.U",11.0,S. Otros servicios,3.0,Pequeña,3362.0,2020.0
"Madrid, Comunidad de","RECYBERICA AMBIENTAL, S.L.",105.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",371.0,Mediana,3363.0,2020.0
"Madrid, Comunidad de","IMÁN SEGURIDAD, S.A.",1095.0,N. Actividades administrativas y servicios auxiliares,60.0,Gran empresa,3364.0,2020.0
"Murcia, Región de",APC AUDIO,4.0,"R. Actividades artísticas, recreativas y de entretenimiento",21.0,Micro,3365.0,2020.0
"Madrid, Comunidad de","INSTITUTO TÉCNICO DE INSTALACIONES Y CONSTRUCCIÓN, S.L.",2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,3366.0,2019.0
"Madrid, Comunidad de","NITLUX, S.A.",7.0,F. Construcción,218.0,Micro,3367.0,2020.0
"Balears, Illes",MAGIC,58.0,C. Industria manufacturera,47.0,Mediana,3368.0,2019.0
"Balears, Illes",JABONES PUIG,123.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,101.0,Mediana,3369.0,2019.0
Galicia,"OBRAS CIVILES DEL ATLÁNTICO, S.L.",174.0,F. Construcción,497.0,Mediana,3370.0,2020.0
"Madrid, Comunidad de","VÍAS Y CONSTRUCCIONES, S.A.",6542.0,F. Construcción,59583.0,Gran empresa,3371.0,2020.0
País Vasco,"LOGIFUEL, S.L.",9.0,H. Transporte y almacenamiento,928.0,Micro,3372.0,2019.0
Galicia,"SEVERIANO SERVICIO MÓVIL, S.A.U.",1652.0,H. Transporte y almacenamiento,3079.0,Gran empresa,3373.0,2020.0
"Balears, Illes",ARABELLA HOTELES,2632.0,I. Hostelería,1526.0,Gran empresa,3374.0,2018.0
"Balears, Illes",ARABELLA HOTELES,4935.0,I. Hostelería,4398.0,Gran empresa,3375.0,2019.0
"Balears, Illes",ARABELLA HOTELES,3244.0,I. Hostelería,1835.0,Gran empresa,3376.0,2020.0
Castilla y León,"ARALIA SERVICIOS SOCIOSANITARIOS, S.A.",388.0,Q. Actividades sanitarias y de servicios sociales,60.0,Gran empresa,3377.0,2020.0
"Madrid, Comunidad de","CN CENTROS DE NEGOCIOS G-88, S.L.",25.0,N. Actividades administrativas y servicios auxiliares,20.0,Pequeña,3378.0,2020.0
Comunitat Valenciana,"RECREATIVOS ACUÁTICOS HORADADA, S.L.",23.0,"R. Actividades artísticas, recreativas y de entretenimiento",80.0,Pequeña,3379.0,2020.0
"Asturias, Principado de","BIOSFERA CONSULTORIA MEDIOAMBIENTAL, S.L.",42.0,"M. Actividades profesionales, científicas y técnicas",69.0,Pequeña,3380.0,2020.0
País Vasco,"GIROA, S.A.U.",2805.0,N. Actividades administrativas y servicios auxiliares,774.0,Gran empresa,3381.0,2020.0
Galicia,"VEOLIA SERVICIOS NORTE, S.A.U.",2546.0,N. Actividades administrativas y servicios auxiliares,688.0,Gran empresa,3382.0,2020.0
Castilla y León,"JOANCA LOGÍSTICA Y TRANSPORTE, S.L.",46.0,H. Transporte y almacenamiento,3668.0,Pequeña,3383.0,2019.0
Andalucía,EMPRESA METROPOLITANA DE ABASTECIMIENTO Y SANEAMIENTO DE AGUAS DE SEVILLA,4658.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",23244.0,Gran empresa,3384.0,2020.0
"Madrid, Comunidad de","GRUPO SEG PRESTACIÓN SERVICIOS, S.L.",217.0,"M. Actividades profesionales, científicas y técnicas",205.0,Mediana,3385.0,2019.0
Comunitat Valenciana,"METTECNO 2000, S.L.",36.0,C. Industria manufacturera,146.0,Pequeña,3386.0,2019.0
Comunitat Valenciana,"METTECNO 2000, S.L.",32.0,C. Industria manufacturera,108.0,Pequeña,3387.0,2020.0
Comunitat Valenciana,"PLANTA DE REGASIFICACIÓN DE SAGUNTO, S.A.",2518.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",9188.0,Gran empresa,3388.0,2017.0
Comunitat Valenciana,"PLANTA DE REGASIFICACIÓN DE SAGUNTO, S.A.",2714.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",9061.0,Gran empresa,3389.0,2018.0
Comunitat Valenciana,"PLANTA DE REGASIFICACIÓN DE SAGUNTO, S.A.",1765.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",7876.0,Gran empresa,3390.0,2019.0
Comunitat Valenciana,S.A. AGRICULTORES DE LA VEGA DE VALENCIA,2894.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",7467.0,Gran empresa,3391.0,2019.0
"Madrid, Comunidad de","SAGLAS OBRAS Y SERVICIOS, S.A.",78.0,F. Construcción,71.0,Mediana,3392.0,2020.0
País Vasco,"MADERAS DE LLODIO, S.A.U.",209.0,C. Industria manufacturera,1854.0,Mediana,3393.0,2020.0
País Vasco,"HERDIT, S.L.",148.0,C. Industria manufacturera,207.0,Mediana,3394.0,2014.0
País Vasco,"HERDIT, S.L.",107.0,C. Industria manufacturera,78.0,Mediana,3395.0,2015.0
País Vasco,"HERDIT, S.L.",72.0,C. Industria manufacturera,75.0,Mediana,3396.0,2016.0
País Vasco,"HERDIT, S.L.",84.0,C. Industria manufacturera,56.0,Mediana,3397.0,2017.0
País Vasco,"HERDIT, S.L.",82.0,C. Industria manufacturera,70.0,Mediana,3398.0,2018.0
País Vasco,"HERDIT, S.L.",66.0,C. Industria manufacturera,46.0,Mediana,3399.0,2019.0
"Madrid, Comunidad de","COBRA INSTALACIONES Y SERVICIOS, S.A.",4561.0,F. Construcción,5653.0,Gran empresa,3400.0,2020.0
Comunitat Valenciana,"GALVANIZADORA VALENCIANA, S.L.U.",236.0,C. Industria manufacturera,24438.0,Mediana,3401.0,2020.0
"Asturias, Principado de","TRANSPORTES BITUMINOSOS FERALSA, S.L.",26.0,H. Transporte y almacenamiento,871.0,Pequeña,3402.0,2020.0
Comunitat Valenciana,"MANDRILADORA ALPESA, S.L.",161.0,C. Industria manufacturera,515.0,Mediana,3403.0,2020.0
Comunitat Valenciana,"MANDRILADORA ALPESA, S.L.",177.0,C. Industria manufacturera,587.0,Mediana,3404.0,2019.0
Andalucía,"CINDE SOLUCIONES, S.L.",1.0,S. Otros servicios,3.0,Micro,3405.0,2020.0
Cataluña,"SILVALAC, S.A.",1000.0,C. Industria manufacturera,355.0,Gran empresa,3406.0,2020.0
Castilla - La Mancha,"PLÁSTICOS VANGUARDIA, S.A.",868.0,C. Industria manufacturera,78.0,Gran empresa,3407.0,2020.0
Cataluña,"MACRESAC, S.A.",509.0,C. Industria manufacturera,70.0,Gran empresa,3408.0,2020.0
Castilla y León,"CONSTRUCCIÓN INDUSTRIAL BUSA 2013, S.L.",20.0,F. Construcción,36.0,Pequeña,3409.0,2018.0
Castilla y León,"CONSTRUCCIÓN INDUSTRIAL BUSA 2013, S.L.",24.0,F. Construcción,50.0,Pequeña,3410.0,2019.0
Castilla y León,"CONSTRUCCIÓN INDUSTRIAL BUSA 2013, S.L.",23.0,F. Construcción,46.0,Pequeña,3411.0,2020.0
País Vasco,"BASOINSA, S.L.",160.0,"M. Actividades profesionales, científicas y técnicas",67.0,Mediana,3412.0,2019.0
País Vasco,"BASOINSA, S.L.",135.0,"M. Actividades profesionales, científicas y técnicas",59.0,Mediana,3413.0,2020.0
País Vasco,"LAYDE STEEL, S.L.U.",4465.0,C. Industria manufacturera,2777.0,Gran empresa,3414.0,2018.0
País Vasco,"LAYDE STEEL, S.L.U.",3721.0,C. Industria manufacturera,2322.0,Gran empresa,3415.0,2019.0
Comunitat Valenciana,"PLANIFICACIÓN URBANA Y PAISAJÍSTICA, S.L.",15.0,F. Construcción,24.0,Pequeña,3416.0,2020.0
"Balears, Illes","ALCUDIAMAR, S.L.",61.0,"R. Actividades artísticas, recreativas y de entretenimiento",300.0,Mediana,3417.0,2020.0
Aragón,"MONDO IBÉRICA, S.A.U.",585.0,C. Industria manufacturera,121.0,Gran empresa,3418.0,2020.0
Andalucía,"SEÑALETICA Y MOBILIARIO URBANO DE ANDALUCIA, S.L. (SEMOAN)",39.0,"M. Actividades profesionales, científicas y técnicas",40.0,Pequeña,3419.0,2020.0
Andalucía,"BIONUTRICIÓN VEGETAL, S.A.",81.0,C. Industria manufacturera,51.0,Mediana,3420.0,2020.0
"Madrid, Comunidad de","SEÑOR BURNS, S.L.",55.0,"M. Actividades profesionales, científicas y técnicas",4.0,Mediana,3421.0,2020.0
